----------Proj-----------
prID,prStatus,StartDt,EndDt,prCap,PrimaryRel,PrimaryApp,actCostTot,workingFcst,pfourMarkBudg,markedBudg,actBudgVar,prePstDefTot,aetDefTot,defsPerMil,pstDefsPMil,prDom,prComp,baArchDevHrsPerDef,p4VelGateDt,actCostLabor,actCostHWSW,actCostKBC,PCRCt,invCateg,EBNCt,hrsTot,hrsTypeCons,hrsTypeFTE,hrsTypeKBC,hrsTypeOSVNear,hrsTypeOSVOff,hrsTypeOSVOn,hrsArch,hrsBA,hrsDev,hrsInf,hrsOther,hrsPM,hrsPS,hrsQA,hrsRsGeneric,hrsRsNamed,hrsDomA,hrsDomB,hrsDomF,hrsDomC,hrsDomD,hrsDomE,hrsDomS,hrsDomG,hrsDomH,hrsDomV,hrsDomT,hrsDomV2,hrsDomE2,hrsDomDD,hrsDomU,hrsDomW,hrsDomR,hrsDomZ,hrsDomI,hrsDomK,hrsDomL,hrsDomM,hrsDomOther,hrsDomN,hrsDomO,hrsDomP,hrsDomU2,expTeam,expPM,expBA,expArch,expDev,expQA,expInf,expPS,hrsKurTot,hrsBAArchDevOSVTot,hrsBAArchDevOffTot,pctBAArchDevOffsh,pr80PctDt,prStartDayOfYear
A9148,2015-03-30T16:15:09-0400,files,2979,Number of files
A9148,2015-06-29T11:36:56-0400,files,3154,Number of files
A9148,2015-03-30T16:15:09-0400,directories,59,Directories
A9148,2015-06-29T11:36:56-0400,directories,87,Directories
A9148,2015-03-30T16:15:09-0400,functions,52534,Functions
A9148,2015-06-29T11:36:56-0400,functions,53346,Functions
A9148,2015-03-30T16:15:09-0400,accessors,4492,Accessors
A9148,2015-06-29T11:36:56-0400,accessors,5174,Accessors
A9148,2015-03-30T16:15:09-0400,statements,424680,Number of statements
A9148,2015-06-29T11:36:56-0400,statements,433979,Number of statements
A9148,2015-03-30T16:15:09-0400,public_api,29391,Public API
A9148,2015-06-29T11:36:56-0400,public_api,30105,Public API
A9148,2015-03-30T16:15:09-0400,comment_lines,134793,Number of comment lines
A9148,2015-06-29T11:36:56-0400,comment_lines,141075,Number of comment lines
A9148,2015-03-30T16:15:09-0400,comment_lines_density,10.1,Comments balanced by ncloc + comment lines
A9148,2015-06-29T11:36:56-0400,comment_lines_density,10.4,Comments balanced by ncloc + comment lines
A9148,2015-03-30T16:15:09-0400,public_documented_api_density,65.8,Public documented classes and functions balanced by ncloc
A9148,2015-06-29T11:36:56-0400,public_documented_api_density,65.7,Public documented classes and functions balanced by ncloc
A9148,2015-03-30T16:15:09-0400,public_undocumented_api,10046,"Public undocumented classes, functions and variables"
A9148,2015-06-29T11:36:56-0400,public_undocumented_api,10316,"Public undocumented classes, functions and variables"
A9148,2015-03-30T16:15:09-0400,complexity,162236,Cyclomatic complexity
A9148,2015-06-29T11:36:56-0400,complexity,165676,Cyclomatic complexity
A9148,2015-03-30T16:15:09-0400,file_complexity,73.8,Complexity average by file
A9148,2015-06-29T11:36:56-0400,file_complexity,69.9,Complexity average by file
A9148,2015-03-30T16:15:09-0400,class_complexity,14.4,Complexity average by class
A9148,2015-06-29T11:36:56-0400,class_complexity,14.4,Complexity average by class
A9148,2015-06-29T11:36:56-0400,complexity_in_functions,15877,Cyclomatic complexity in functions
A9148,2015-03-30T16:15:09-0400,function_complexity,3.1,Complexity average by function
A9148,2015-06-29T11:36:56-0400,function_complexity,3.1,Complexity average by function
A9148,2015-03-30T16:15:09-0400,tests,0,Number of unit tests
A9148,2015-06-29T11:36:56-0400,tests,0,Number of unit tests
A9148,2015-03-30T16:15:09-0400,duplicated_lines,409440,Duplicated lines
A9148,2015-06-29T11:36:56-0400,duplicated_lines,413490,Duplicated lines
A9148,2015-03-30T16:15:09-0400,duplicated_blocks,8416,Duplicated blocks
A9148,2015-06-29T11:36:56-0400,duplicated_blocks,9136,Duplicated blocks
A9148,2015-03-30T16:15:09-0400,duplicated_files,1130,Duplicated files
A9148,2015-06-29T11:36:56-0400,duplicated_files,1261,Duplicated files
A9148,2015-03-30T16:15:09-0400,duplicated_lines_density,22.1,Duplicated lines balanced by statements
A9148,2015-06-29T11:36:56-0400,duplicated_lines_density,21.8,Duplicated lines balanced by statements
A9148,2015-03-30T16:15:09-0400,weighted_violations,199754,Weighted Issues
A9148,2015-06-29T11:36:56-0400,weighted_violations,178742,Weighted Issues
A9148,2015-03-30T16:15:09-0400,violations_density,83.3,Rules compliance
A9148,2015-06-29T11:36:56-0400,violations_density,85.3,Rules compliance
A9148,2015-03-30T16:15:09-0400,violations,95727,Issues
A9148,2015-06-29T11:36:56-0400,violations,103829,Issues
A9148,2015-03-30T16:15:09-0400,blocker_violations,67,Blocker issues
A9148,2015-06-29T11:36:56-0400,blocker_violations,66,Blocker issues
A9148,2015-03-30T16:15:09-0400,critical_violations,5251,Critical issues
A9148,2015-06-29T11:36:56-0400,critical_violations,5688,Critical issues
A9148,2015-03-30T16:15:09-0400,major_violations,43837,Major issues
A9148,2015-06-29T11:36:56-0400,major_violations,28280,Major issues
A9148,2015-03-30T16:15:09-0400,minor_violations,41318,Minor issues
A9148,2015-06-29T11:36:56-0400,minor_violations,64802,Minor issues
A9148,2015-03-30T16:15:09-0400,info_violations,5254,Info issues
A9148,2015-06-29T11:36:56-0400,info_violations,4993,Info issues
A9148,2015-03-30T16:15:09-0400,false_positive_issues,0,False positive issues
A9148,2015-06-29T11:36:56-0400,false_positive_issues,0,False positive issues
A9148,2015-03-30T16:15:09-0400,open_issues,95727,Open issues
A9148,2015-06-29T11:36:56-0400,open_issues,103829,Open issues
A9148,2015-03-30T16:15:09-0400,reopened_issues,0,Reopened issues
A9148,2015-06-29T11:36:56-0400,reopened_issues,0,Reopened issues
A9148,2015-03-30T16:15:09-0400,confirmed_issues,0,Confirmed issues
A9148,2015-06-29T11:36:56-0400,confirmed_issues,0,Confirmed issues
A9148,2015-03-30T16:15:09-0400,sqale_index,4953353,null
A9148,2015-06-29T11:36:56-0400,sqale_index,5273331,null
A9148,2015-03-30T16:15:09-0400,quality_profiles,"[{""key"":""cobol-aetna-official-82574"",""language"":""cobol"",""name"":""Aetna Official"",""rulesUpdatedAt"":""2015-02-02T15:02:12+0000""},{""key"":""java-aetna-official-73943"",""language"":""java"",""name"":""Aetna Official"",""rulesUpdatedAt"":""2014-10-02T15:15:06+0000""}]",Details of quality profiles used during analysis
A9148,2015-06-29T11:36:56-0400,quality_profiles,"[{""key"":""cobol-aetna-official-82574"",""language"":""cobol"",""name"":""Aetna Official"",""rulesUpdatedAt"":""2015-04-29T00:01:18+0000""},{""key"":""java-aetna-official-73943"",""language"":""java"",""name"":""Aetna Official"",""rulesUpdatedAt"":""2015-05-05T18:53:23+0000""}]",Details of quality profiles used during analysis
A9148,2015-03-30T16:15:09-0400,cobol_data_division_ncloc,219956,LOCs in Data Divisions
A9148,2015-06-29T11:36:56-0400,cobol_data_division_ncloc,221412,LOCs in Data Divisions
A9148,2015-03-30T16:15:09-0400,cobol_procedure_division_ncloc,800525,LOCs in Procedure Divisions
A9148,2015-06-29T11:36:56-0400,cobol_procedure_division_ncloc,804571,LOCs in Procedure Divisions
A9148,2015-03-30T16:15:09-0400,cobol_outside_ctrlflow_statements,12590,Outside Control Flow Statements
A9148,2015-06-29T11:36:56-0400,cobol_outside_ctrlflow_statements,12648,Outside Control Flow Statements
A9148,2015-03-30T16:15:09-0400,cobol_inside_ctrlflow_statements,109655,Inside Control Flow Statements
A9148,2015-06-29T11:36:56-0400,cobol_inside_ctrlflow_statements,110185,Inside Control Flow Statements
A1502,2015-03-31T12:33:02-0400,lines,747996,Lines
A1502,2015-07-29T16:43:22-0400,lines,1367748,Lines
A1502,2015-03-31T12:33:02-0400,generated_lines,0,Number of generated lines
A1502,2015-07-29T16:43:22-0400,generated_lines,0,Number of generated lines
A1502,2015-03-31T12:33:02-0400,ncloc,626874,Non Commenting Lines of Code
A1502,2015-07-29T16:43:22-0400,ncloc,1056465,Non Commenting Lines of Code
A1502,2015-03-31T12:33:02-0400,ncloc_language_distribution,cobol=626874,Non Commenting Lines of Code Distributed By Language
A1502,2015-07-29T16:43:22-0400,ncloc_language_distribution,cobol=1056465,Non Commenting Lines of Code Distributed By Language
A1502,2015-03-31T12:33:02-0400,generated_ncloc,0,Generated non Commenting Lines of Code
A1502,2015-07-29T16:43:22-0400,generated_ncloc,0,Generated non Commenting Lines of Code
A1502,2015-03-31T12:33:02-0400,files,3662,Number of files
A1502,2015-07-29T16:43:22-0400,files,6434,Number of files
A1502,2015-03-31T12:33:02-0400,directories,2,Directories
A1502,2015-07-29T16:43:22-0400,directories,2,Directories
A1502,2015-03-31T12:33:02-0400,functions,4086,Functions
A1502,2015-07-29T16:43:22-0400,functions,23122,Functions
A1502,2015-03-31T12:33:02-0400,statements,34937,Number of statements
A1502,2015-07-29T16:43:22-0400,statements,196238,Number of statements
A1502,2015-03-31T12:33:02-0400,public_api,2181,Public API
A1502,2015-07-29T16:43:22-0400,public_api,12463,Public API
A1502,2015-03-31T12:33:02-0400,comment_lines,104159,Number of comment lines
A1502,2015-07-29T16:43:22-0400,comment_lines,171938,Number of comment lines
A1502,2015-03-31T12:33:02-0400,comment_lines_density,14.2,Comments balanced by ncloc + comment lines
A1502,2015-07-29T16:43:22-0400,comment_lines_density,14,Comments balanced by ncloc + comment lines
A1502,2015-03-31T12:33:02-0400,public_documented_api_density,43.4,Public documented classes and functions balanced by ncloc
A1502,2015-07-29T16:43:22-0400,public_documented_api_density,42.2,Public documented classes and functions balanced by ncloc
A1502,2015-03-31T12:33:02-0400,public_undocumented_api,1234,"Public undocumented classes, functions and variables"
A1502,2015-07-29T16:43:22-0400,public_undocumented_api,7200,"Public undocumented classes, functions and variables"
A1502,2015-03-31T12:33:02-0400,complexity,13974,Cyclomatic complexity
A1502,2015-07-29T16:43:22-0400,complexity,84792,Cyclomatic complexity
A1502,2015-03-31T12:33:02-0400,file_complexity,51.9,Complexity average by file
A1502,2015-07-29T16:43:22-0400,file_complexity,30.2,Complexity average by file
A1502,2015-03-31T12:33:02-0400,function_complexity,3.4,Complexity average by function
A1502,2015-07-29T16:43:22-0400,function_complexity,3.7,Complexity average by function
A1502,2015-03-31T12:33:02-0400,function_complexity_distribution,1=599;2=2792;5=305;8=197;11=110;15=47;20=36,Functions distribution /complexity
A1502,2015-07-29T16:43:22-0400,function_complexity_distribution,1=3269;2=16002;5=1633;8=1015;11=539;15=328;20=336,Functions distribution /complexity
A1502,2015-03-31T12:33:02-0400,file_complexity_distribution,0=238;150=30;400=1;1000=0;1500=0;2500=0;5000=0,Files distribution /complexity
A1502,2015-07-29T16:43:22-0400,file_complexity_distribution,0=2674;150=116;400=15;1000=3;1500=2;2500=0;5000=0,Files distribution /complexity
A1502,2015-03-31T12:33:02-0400,duplicated_lines,79171,Duplicated lines
A1502,2015-07-29T16:43:22-0400,duplicated_lines,591482,Duplicated lines
A1502,2015-03-31T12:33:02-0400,duplicated_blocks,694,Duplicated blocks
A1502,2015-07-29T16:43:22-0400,duplicated_blocks,7346,Duplicated blocks
A1502,2015-03-31T12:33:02-0400,duplicated_files,102,Duplicated files
A1502,2015-07-29T16:43:22-0400,duplicated_files,949,Duplicated files
A1502,2015-03-31T12:33:02-0400,duplicated_lines_density,10.6,Duplicated lines balanced by statements
A1502,2015-07-29T16:43:22-0400,duplicated_lines_density,43.2,Duplicated lines balanced by statements
A1502,2015-03-31T12:33:02-0400,weighted_violations,5485,Weighted Issues
A1502,2015-07-29T16:43:22-0400,weighted_violations,33325,Weighted Issues
A1502,2015-03-31T12:33:02-0400,violations_density,99.1,Rules compliance
A1502,2015-07-29T16:43:22-0400,violations_density,96.8,Rules compliance
A1502,2015-03-31T12:33:02-0400,violations,3591,Issues
A1502,2015-07-29T16:43:22-0400,violations,23866,Issues
A1502,2015-03-31T12:33:02-0400,blocker_violations,27,Blocker issues
A1502,2015-07-29T16:43:22-0400,blocker_violations,120,Blocker issues
A1502,2015-03-31T12:33:02-0400,critical_violations,375,Critical issues
A1502,2015-07-29T16:43:22-0400,critical_violations,2106,Critical issues
A1502,2015-03-31T12:33:02-0400,major_violations,523,Major issues
A1502,2015-07-29T16:43:22-0400,major_violations,3984,Major issues
A1502,2015-03-31T12:33:02-0400,minor_violations,1771,Minor issues
A1502,2015-07-29T16:43:22-0400,minor_violations,9643,Minor issues
A1502,2015-03-31T12:33:02-0400,info_violations,895,Info issues
A1502,2015-07-29T16:43:22-0400,info_violations,8013,Info issues
A1502,2015-03-31T12:33:02-0400,false_positive_issues,0,False positive issues
A1502,2015-07-29T16:43:22-0400,false_positive_issues,0,False positive issues
A1502,2015-03-31T12:33:02-0400,open_issues,3591,Open issues
A1502,2015-07-29T16:43:22-0400,open_issues,23866,Open issues
A1502,2015-03-31T12:33:02-0400,reopened_issues,0,Reopened issues
A1502,2015-07-29T16:43:22-0400,reopened_issues,0,Reopened issues
A1502,2015-03-31T12:33:02-0400,confirmed_issues,0,Confirmed issues
A1502,2015-07-29T16:43:22-0400,confirmed_issues,0,Confirmed issues
A1502,2015-03-31T12:33:02-0400,sqale_index,182511,null
A1502,2015-07-29T16:43:22-0400,sqale_index,1202754,null
A1502,2015-03-31T12:33:02-0400,quality_profiles,"[{""key"":""cobol-aetna-official-82574"",""language"":""cobol"",""name"":""Aetna Official"",""rulesUpdatedAt"":""2015-02-02T15:02:12+0000""}]",Details of quality profiles used during analysis
A1502,2015-07-29T16:43:22-0400,quality_profiles,"[{""key"":""cobol-aetna-official-82574"",""language"":""cobol"",""name"":""Aetna Official"",""rulesUpdatedAt"":""2015-04-29T00:01:18+0000""}]",Details of quality profiles used during analysis
A1502,2015-03-31T12:33:02-0400,cobol_data_division_ncloc,20932,LOCs in Data Divisions
A1502,2015-07-29T16:43:22-0400,cobol_data_division_ncloc,120783,LOCs in Data Divisions
A1502,2015-03-31T12:33:02-0400,cobol_procedure_division_ncloc,65016,LOCs in Procedure Divisions
A1502,2015-07-29T16:43:22-0400,cobol_procedure_division_ncloc,369753,LOCs in Procedure Divisions
A1502,2015-03-31T12:33:02-0400,cobol_outside_ctrlflow_statements,1050,Outside Control Flow Statements
A1502,2015-07-29T16:43:22-0400,cobol_outside_ctrlflow_statements,4232,Outside Control Flow Statements
A1502,2015-03-31T12:33:02-0400,cobol_inside_ctrlflow_statements,12725,Inside Control Flow Statements
A1502,2015-07-29T16:43:22-0400,cobol_inside_ctrlflow_statements,64707,Inside Control Flow Statements
A1229,2015-04-02T16:16:57-0400,lines,5291025,Lines
A1229,2015-07-29T17:16:32-0400,lines,5359145,Lines
A1229,2015-04-02T16:16:57-0400,generated_lines,0,Number of generated lines
A1229,2015-07-29T17:16:32-0400,generated_lines,0,Number of generated lines
A1229,2015-04-02T16:16:57-0400,ncloc,3744988,Non Commenting Lines of Code
A1229,2015-07-29T17:16:32-0400,ncloc,3795135,Non Commenting Lines of Code
A1229,2015-04-02T16:16:57-0400,ncloc_language_distribution,cobol=3676502;java=68486,Non Commenting Lines of Code Distributed By Language
A1229,2015-07-29T17:16:32-0400,ncloc_language_distribution,cobol=3729820;java=65315,Non Commenting Lines of Code Distributed By Language
A1229,2015-04-02T16:16:57-0400,generated_ncloc,0,Generated non Commenting Lines of Code
A1229,2015-07-29T17:16:32-0400,generated_ncloc,0,Generated non Commenting Lines of Code
A1229,2015-04-02T16:16:57-0400,classes,216,Classes
A1229,2015-07-29T17:16:32-0400,classes,149,Classes
A1229,2015-04-02T16:16:57-0400,files,7841,Number of files
A1229,2015-07-29T17:16:32-0400,files,7863,Number of files
A1229,2015-04-02T16:16:57-0400,directories,28,Directories
A1229,2015-07-29T17:16:32-0400,directories,16,Directories
A1229,2015-04-02T16:16:57-0400,functions,94179,Functions
A1229,2015-07-29T17:16:32-0400,functions,95363,Functions
A1229,2015-04-02T16:16:57-0400,accessors,4565,Accessors
A1229,2015-07-29T17:16:32-0400,accessors,4402,Accessors
A1229,2015-04-02T16:16:57-0400,statements,1262019,Number of statements
A1229,2015-07-29T17:16:32-0400,statements,1279317,Number of statements
A1229,2015-04-02T16:16:57-0400,public_api,83148,Public API
A1229,2015-07-29T17:16:32-0400,public_api,84151,Public API
A1229,2015-04-02T16:16:57-0400,comment_lines,574544,Number of comment lines
A1229,2015-07-29T17:16:32-0400,comment_lines,580214,Number of comment lines
A1229,2015-04-02T16:16:57-0400,comment_lines_density,13.3,Comments balanced by ncloc + comment lines
A1229,2015-07-29T17:16:32-0400,comment_lines_density,13.3,Comments balanced by ncloc + comment lines
A1229,2015-04-02T16:16:57-0400,public_documented_api_density,39,Public documented classes and functions balanced by ncloc
A1229,2015-07-29T17:16:32-0400,public_documented_api_density,39.2,Public documented classes and functions balanced by ncloc
A1229,2015-04-02T16:16:57-0400,public_undocumented_api,50728,"Public undocumented classes, functions and variables"
A1229,2015-07-29T17:16:32-0400,public_undocumented_api,51205,"Public undocumented classes, functions and variables"
A1229,2015-04-02T16:16:57-0400,complexity,497720,Cyclomatic complexity
A1229,2015-07-29T17:16:32-0400,complexity,504518,Cyclomatic complexity
A1229,2015-04-02T16:16:57-0400,file_complexity,99,Complexity average by file
A1229,2015-07-29T17:16:32-0400,file_complexity,100.5,Complexity average by file
A1229,2015-04-02T16:16:57-0400,class_complexity,42.1,Complexity average by class
A1229,2015-07-29T17:16:32-0400,class_complexity,59.8,Complexity average by class
A1229,2015-07-29T17:16:32-0400,complexity_in_functions,8903,Cyclomatic complexity in functions
A1229,2015-04-02T16:16:57-0400,function_complexity,5.3,Complexity average by function
A1229,2015-07-29T17:16:32-0400,function_complexity,5.3,Complexity average by function
A1229,2015-04-02T16:16:57-0400,tests,0,Number of unit tests
A1229,2015-07-29T17:16:32-0400,tests,0,Number of unit tests
A1229,2015-04-02T16:16:57-0400,duplicated_lines,1185260,Duplicated lines
A1229,2015-07-29T17:16:32-0400,duplicated_lines,1200718,Duplicated lines
A1229,2015-04-02T16:16:57-0400,duplicated_blocks,30650,Duplicated blocks
A1229,2015-07-29T17:16:32-0400,duplicated_blocks,31344,Duplicated blocks
A1229,2015-04-02T16:16:57-0400,duplicated_files,2251,Duplicated files
A1229,2015-07-29T17:16:32-0400,duplicated_files,2264,Duplicated files
A1229,2015-04-02T16:16:57-0400,duplicated_lines_density,22.4,Duplicated lines balanced by statements
A1229,2015-07-29T17:16:32-0400,duplicated_lines_density,22.4,Duplicated lines balanced by statements
A1229,2015-04-02T16:16:57-0400,weighted_violations,386385,Weighted Issues
A1229,2015-07-29T17:16:32-0400,weighted_violations,292492,Weighted Issues
A1229,2015-04-02T16:16:57-0400,violations_density,89.7,Rules compliance
A1229,2015-07-29T17:16:32-0400,violations_density,92.3,Rules compliance
A1229,2015-04-02T16:16:57-0400,violations,184510,Issues
A1229,2015-07-29T17:16:32-0400,violations,183270,Issues
A1229,2015-04-02T16:16:57-0400,blocker_violations,68,Blocker issues
A1229,2015-07-29T17:16:32-0400,blocker_violations,69,Blocker issues
A1229,2015-04-02T16:16:57-0400,critical_violations,17768,Critical issues
A1229,2015-07-29T17:16:32-0400,critical_violations,17981,Critical issues
A1229,2015-04-02T16:16:57-0400,major_violations,73154,Major issues
A1229,2015-07-29T17:16:32-0400,major_violations,26437,Major issues
A1229,2015-04-02T16:16:57-0400,minor_violations,77403,Minor issues
A1229,2015-07-29T17:16:32-0400,minor_violations,122586,Minor issues
A1229,2015-04-02T16:16:57-0400,info_violations,16117,Info issues
A1229,2015-07-29T17:16:32-0400,info_violations,16197,Info issues
A1229,2015-04-02T16:16:57-0400,false_positive_issues,0,False positive issues
A1229,2015-07-29T17:16:32-0400,false_positive_issues,0,False positive issues
A1229,2015-04-02T16:16:57-0400,open_issues,184510,Open issues
A1229,2015-07-29T17:16:32-0400,open_issues,183270,Open issues
A1229,2015-04-02T16:16:57-0400,reopened_issues,0,Reopened issues
A1229,2015-07-29T17:16:32-0400,reopened_issues,0,Reopened issues
A1229,2015-04-02T16:16:57-0400,confirmed_issues,0,Confirmed issues
A1229,2015-07-29T17:16:32-0400,confirmed_issues,0,Confirmed issues
A1229,2015-04-02T16:16:57-0400,sqale_index,10482766,null
A1229,2015-07-29T17:16:32-0400,sqale_index,10514814,null
A1229,2015-04-02T16:16:57-0400,quality_profiles,"[{""key"":""cobol-aetna-official-82574"",""language"":""cobol"",""name"":""Aetna Official"",""rulesUpdatedAt"":""2015-02-02T15:02:12+0000""},{""key"":""java-aetna-official-73943"",""language"":""java"",""name"":""Aetna Official"",""rulesUpdatedAt"":""2014-10-02T15:15:06+0000""}]",Details of quality profiles used during analysis
A1229,2015-07-29T17:16:32-0400,quality_profiles,"[{""key"":""cobol-aetna-official-82574"",""language"":""cobol"",""name"":""Aetna Official"",""rulesUpdatedAt"":""2015-04-29T00:01:18+0000""},{""key"":""java-aetna-official-73943"",""language"":""java"",""name"":""Aetna Official"",""rulesUpdatedAt"":""2015-05-05T18:53:23+0000""}]",Details of quality profiles used during analysis
A1229,2015-04-02T16:16:57-0400,cobol_data_division_ncloc,741521,LOCs in Data Divisions
A1229,2015-07-29T17:16:32-0400,cobol_data_division_ncloc,751369,LOCs in Data Divisions
A1229,2015-04-02T16:16:57-0400,cobol_procedure_division_ncloc,2452528,LOCs in Procedure Divisions
A1229,2015-07-29T17:16:32-0400,cobol_procedure_division_ncloc,2493062,LOCs in Procedure Divisions
A1229,2015-04-02T16:16:57-0400,cobol_outside_ctrlflow_statements,34807,Outside Control Flow Statements
A1229,2015-07-29T17:16:32-0400,cobol_outside_ctrlflow_statements,35413,Outside Control Flow Statements
A1229,2015-04-02T16:16:57-0400,cobol_inside_ctrlflow_statements,291726,Inside Control Flow Statements
A1229,2015-07-29T17:16:32-0400,cobol_inside_ctrlflow_statements,296628,Inside Control Flow Statements
A1321,2015-04-02T20:26:03-0400,lines,542676,Lines
A1321,2015-04-02T21:49:39-0400,lines,544448,Lines
A1321,2015-04-02T20:26:03-0400,ncloc,292851,Non Commenting Lines of Code
A1321,2015-04-02T21:49:39-0400,ncloc,293390,Non Commenting Lines of Code
A1321,2015-04-02T20:26:03-0400,ncloc_language_distribution,java=292851,Non Commenting Lines of Code Distributed By Language
A1321,2015-04-02T21:49:39-0400,ncloc_language_distribution,java=293390,Non Commenting Lines of Code Distributed By Language
A1321,2015-04-02T20:26:03-0400,classes,2881,Classes
A1321,2015-04-02T21:49:39-0400,classes,2881,Classes
A1321,2015-04-02T20:26:03-0400,files,2940,Number of files
A1321,2015-04-02T21:49:39-0400,files,3402,Number of files
A1321,2015-04-02T20:26:03-0400,directories,502,Directories
A1321,2015-04-02T21:49:39-0400,directories,668,Directories
A1321,2015-04-02T20:26:03-0400,functions,12581,Functions
A1321,2015-04-02T21:49:39-0400,functions,12585,Functions
A1321,2015-04-02T20:26:03-0400,accessors,13325,Accessors
A1321,2015-04-02T21:49:39-0400,accessors,13400,Accessors
A1321,2015-04-02T20:26:03-0400,statements,121746,Number of statements
A1321,2015-04-02T21:49:39-0400,statements,121923,Number of statements
A1321,2015-04-02T20:26:03-0400,public_api,13206,Public API
A1321,2015-04-02T21:49:39-0400,public_api,13210,Public API
A1321,2015-04-02T20:26:03-0400,comment_lines,78744,Number of comment lines
A1321,2015-04-02T21:49:39-0400,comment_lines,79619,Number of comment lines
A1321,2015-04-02T20:26:03-0400,comment_lines_density,21.2,Comments balanced by ncloc + comment lines
A1321,2015-04-02T21:49:39-0400,comment_lines_density,21.3,Comments balanced by ncloc + comment lines
A1321,2015-04-02T20:26:03-0400,public_documented_api_density,61.1,Public documented classes and functions balanced by ncloc
A1321,2015-04-02T21:49:39-0400,public_documented_api_density,61,Public documented classes and functions balanced by ncloc
A1321,2015-04-02T20:26:03-0400,public_undocumented_api,5137,"Public undocumented classes, functions and variables"
A1321,2015-04-02T21:49:39-0400,public_undocumented_api,5146,"Public undocumented classes, functions and variables"
A1321,2015-04-02T20:26:03-0400,complexity,39126,Cyclomatic complexity
A1321,2015-04-02T21:49:39-0400,complexity,39152,Cyclomatic complexity
A1321,2015-04-02T20:26:03-0400,file_complexity,13.7,Complexity average by file
A1321,2015-04-02T21:49:39-0400,file_complexity,13.7,Complexity average by file
A1321,2015-04-02T20:26:03-0400,class_complexity,13.6,Complexity average by class
A1321,2015-04-02T21:49:39-0400,class_complexity,13.6,Complexity average by class
A1321,2015-04-02T21:49:39-0400,complexity_in_functions,39128,Cyclomatic complexity in functions
A1321,2015-04-02T20:26:03-0400,function_complexity,3.1,Complexity average by function
A1321,2015-04-02T21:49:39-0400,function_complexity,3.1,Complexity average by function
A1321,2015-04-02T20:26:03-0400,function_complexity_distribution,1=7136;2=1348;4=614;6=477;8=272;10=268;12=772,Functions distribution /complexity
A1321,2015-04-02T21:49:39-0400,function_complexity_distribution,1=7138;2=1352;4=610;6=478;8=273;10=269;12=771,Functions distribution /complexity
A1321,2015-04-02T20:26:03-0400,file_complexity_distribution,0=1591;5=441;10=406;20=154;30=132;60=58;90=70,Files distribution /complexity
A1321,2015-04-02T21:49:39-0400,file_complexity_distribution,0=1595;5=438;10=403;20=155;30=133;60=58;90=70,Files distribution /complexity
A1321,2015-04-02T20:26:03-0400,tests,0,Number of unit tests
A1321,2015-04-02T21:49:39-0400,tests,0,Number of unit tests
A1321,2015-04-02T20:26:03-0400,duplicated_lines,179986,Duplicated lines
A1321,2015-04-02T21:49:39-0400,duplicated_lines,329783,Duplicated lines
A1321,2015-04-02T20:26:03-0400,duplicated_blocks,10621,Duplicated blocks
A1321,2015-04-02T21:49:39-0400,duplicated_blocks,12448,Duplicated blocks
A1321,2015-04-02T20:26:03-0400,duplicated_files,1527,Duplicated files
A1321,2015-04-02T21:49:39-0400,duplicated_files,2070,Duplicated files
A1321,2015-04-02T20:26:03-0400,duplicated_lines_density,33.2,Duplicated lines balanced by statements
A1321,2015-04-02T21:49:39-0400,duplicated_lines_density,60.6,Duplicated lines balanced by statements
A1321,2015-04-02T20:26:03-0400,weighted_violations,435885,Weighted Issues
A1321,2015-04-02T21:49:39-0400,weighted_violations,535486,Weighted Issues
A1321,2015-04-02T20:26:03-0400,violations_density,0,Rules compliance
A1321,2015-04-02T21:49:39-0400,violations_density,0,Rules compliance
A1321,2015-04-02T20:26:03-0400,violations,207102,Issues
A1321,2015-04-02T21:49:39-0400,violations,254164,Issues
A1321,2015-04-02T20:26:03-0400,blocker_violations,0,Blocker issues
A1321,2015-04-02T21:49:39-0400,blocker_violations,0,Blocker issues
A1321,2015-04-02T20:26:03-0400,critical_violations,1158,Critical issues
A1321,2015-04-02T21:49:39-0400,critical_violations,1235,Critical issues
A1321,2015-04-02T20:26:03-0400,major_violations,117299,Major issues
A1321,2015-04-02T21:49:39-0400,major_violations,144709,Major issues
A1321,2015-04-02T20:26:03-0400,minor_violations,78198,Minor issues
A1321,2015-04-02T21:49:39-0400,minor_violations,95184,Minor issues
A1321,2015-04-02T20:26:03-0400,info_violations,10447,Info issues
A1321,2015-04-02T21:49:39-0400,info_violations,13036,Info issues
A1321,2015-04-02T20:26:03-0400,false_positive_issues,0,False positive issues
A1321,2015-04-02T21:49:39-0400,false_positive_issues,0,False positive issues
A1321,2015-04-02T20:26:03-0400,open_issues,207102,Open issues
A1321,2015-04-02T21:49:39-0400,open_issues,254164,Open issues
A1321,2015-04-02T20:26:03-0400,reopened_issues,0,Reopened issues
A1321,2015-04-02T21:49:39-0400,reopened_issues,0,Reopened issues
A1321,2015-04-02T20:26:03-0400,confirmed_issues,0,Confirmed issues
A1321,2015-04-02T21:49:39-0400,confirmed_issues,0,Confirmed issues
A1321,2015-04-02T20:26:03-0400,sqale_index,6934277,null
A1321,2015-04-02T21:49:39-0400,sqale_index,8530518,null
